repo_fullname,commits_avg_added,commits_avg_files_changed,commits_avg_message_length,commits_avg_per_day_real,commits_avg_removed,commits_count,commits_days_since_first,commits_days_since_last,commits_max_per_day,commits_total_lines_added,commits_total_lines_removed,contributors_count,contributors_top_avg_additions,contributors_top_avg_commits,contributors_top_avg_deletions,contributors_top_avg_participation_week,forks_avg_max_per_day,forks_count,issues_avg_body_length,issues_avg_comment_length,issues_avg_comments,issues_avg_labels,issues_avg_per_day,issues_avg_per_day_real,issues_avg_title_length,issues_count,issues_labels,issues_max_per_day,issues_open,issues_total_comments,pulls_avg_body_length,pulls_avg_comments,pulls_avg_Commits,pulls_avg_created_per_day_real,pulls_avg_files_changed,pulls_avg_labels,pulls_avg_lines_added,pulls_avg_lines_removed,pulls_avg_review_comments,pulls_avg_title_length,pulls_count,pulls_max_created_per_day,pulls_total_lines_added,pulls_total_lines_removed,releases_avg_assets,releases_avg_assets_downloads,releases_avg_assets_size,releases_avg_body_length,releases_avg_title_length,releases_count,releases_tags,releases_total_downloads,repo_age_days,repo_branches,repo_deployments,repo_languages,repo_milestones,repo_network_members,repo_readme_length,repo_size,repo_topics,repo_watchers,repo_workflows,stars_avg_per_day_real,stars_count,stars_max_per_day,wf_avg_duration,wf_avg_fails_per_day,wf_avg_failure_duration,wf_avg_success_duration,wf_avg_successes_per_day_real,wf_count,labels
googlearchive/examples,5,1,67,1,0,1,1316,1316,1,5,0,4,492,1,325,1,2,87,0,369,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3335,1,0,3,0,88,0,38,0,144,0,1,144,3,0,0,0,0,0,0,1
googlearchive/android-TextSwitcher,5,1,16,1,65,1,939,939,1,5,65,2,157,12,81,11,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,2,0,1,0,61,0,266,0,143,0,1,143,5,0,0,0,0,0,0,0
tjmarkham/win10widgets,762,10,50,2,25,17,2108,1731,3,12951,424,1,761,17,24,8,2,36,302,253,2,0,0,1,36,153,29,5,125,450,245,2,2,1,11,0,279,89,0,36,8,1,2235,713,2,523807,1935595,34,21,1,1,1047615,2108,2,42,0,0,51,62,1836,0,146,0,1,146,2,0,0,0,0,0,0,1
leenty/vue2,74,12,15,1,17,1,1540,1540,1,74,17,1,160,82,36,29,3,54,0,326,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,5,0,4,0,55,0,1932,2,146,0,1,146,8,0,0,0,0,0,0,1
serilog/serilog-sinks-console,69,4,97,1,1,1,100,100,1,69,1,17,49,7,15,3,2,56,0,432,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,78835,171,6,7,7,178,2214,2,0,3,0,56,0,299,2,146,0,0,0,0,0,0,0,0,0,0,1
freyacodes/ukulele,20,5,89,1,4,1,54,54,1,20,4,10,24,12,9,2,2,66,0,285,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,1,0,4,0,68,0,211,1,145,0,1,145,6,0,0,0,0,0,0,1
OmgDef/yii2-multilingual-behavior,2,1,16,1,0,1,1401,1401,1,2,0,7,84,9,35,3,0,0,0,586,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,8,8,0,2812,2,0,1,0,59,6598,124,0,144,0,0,0,0,0,0,0,0,0,0,1
apache/cordova-plugin-console,24,2,52,1,6,152,3238,1145,5,3574,980,25,21,5,7,3,2,90,161,1162,1,0,0,1,43,25,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,11,0,4,0,91,4268,141,9,146,0,1,146,2,0,0,0,0,0,0,1
happypeter/sublime-config,0,1,35,1,1,1,2266,2266,1,0,1,1,11,25,5,5,2,94,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,1,0,1,0,94,0,12,0,141,0,1,141,2,0,0,0,0,0,0,0
uos/rospy_message_converter,25,2,76,2,6,115,3353,29,9,2825,741,13,25,7,6,2,2,71,418,334,2,0,0,1,40,58,0,2,2,158,622,1,15,1,29,0,1214,1398,0,17,1,1,1214,1398,0,0,0,0,0,0,0,0,3353,3,0,2,0,75,4120,107,0,147,0,1,147,2,0,0,0,0,0,0,1
HCLAC/DesignPattern,40,1,21,22,0,67,1845,1346,52,2664,21,1,42,67,2,2,2,74,281,0,0,0,0,1,28,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,1,0,1,0,76,5697,48,0,149,0,1,149,3,0,0,0,0,0,0,1
ciaoca/cxCalendar,132,3,23,2,89,56,3392,121,5,7406,4961,1,135,56,91,24,1,51,103,119,1,0,0,1,23,27,0,2,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,11,11,0,3392,1,9,3,0,51,6841,198,0,145,0,1,145,2,0,0,0,0,0,0,1
rockswang/alispot,50,1,20,4,11,23,920,902,12,1151,242,1,27,7,5,1,24,52,768,157,1,0,0,1,12,13,0,2,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,28806221,158,21,1,1,150,920,2,0,2,0,52,8179,96,3,145,0,1,145,20,0,0,0,0,0,0,1
mmukhin/psitsmike_example_2,8,2,107,1,5,1,3256,3256,1,8,5,2,75,1,2,1,2,92,0,273,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3810,1,0,1,0,94,0,132,0,149,0,1,149,9,0,0,0,0,0,0,1
leonvandenbeukel/3D-7-Segment-Digital-Clock,0,2,34,1,0,1,1310,1310,1,0,0,1,60,26,43,6,2,65,0,276,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,1,0,1,0,65,0,479,0,146,0,1,146,4,0,0,0,0,0,0,0
ezpod/crypto-exchange-engine,30,1,17,10,0,10,984,984,10,304,2,1,30,10,0,1,2,55,67,22,0,0,0,1,5,2,0,1,2,1,80,0,1,1,5,0,253,40,0,7,1,1,253,40,0,0,0,0,0,0,0,0,984,1,0,1,0,57,6293,17,0,147,0,1,147,6,0,0,0,0,0,0,1
jasonish/libevent-examples,102,4,16,1,23,1,3167,3167,1,102,23,1,514,7,196,3,2,85,0,215,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3459,1,0,1,0,85,0,63,0,146,0,1,146,3,0,0,0,0,0,0,1
huoyu820125/SecondPaxos,0,2,5,1,0,1,1654,1654,1,0,0,1,1050,3,0,2,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,1,0,2,0,57,0,1192,0,146,0,0,0,0,0,0,0,0,0,0,0
lexkong/log,3018,27,12,1,0,1,1394,1394,1,3018,0,1,3018,1,0,1,1,63,279,186,0,0,0,1,25,14,0,2,11,13,106,0,1,1,5,0,8,8,0,26,2,1,16,16,0,0,0,0,0,0,0,0,1394,1,0,1,0,65,2435,26,0,143,0,1,143,3,0,0,0,0,0,0,1
Crocoblock/suggestions,6,1,16,7,2,39,1137,611,24,222,84,2,5,19,2,2,2,62,574,200,1,0,4,4,53,5120,3827,27,2697,7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,1,0,0,1,62,4141,29,0,149,0,1,149,3,0,0,0,0,0,0,1
RoryDuncan/learn-python-roadmap,46,1,33,3,2,17,1828,1361,5,777,32,1,45,17,1,4,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828,1,0,0,0,64,3132,19,0,143,0,1,143,3,0,0,0,0,0,0,1
dsmurrell/awesome-bitcoin-cash,6,1,56,3,2,164,1671,77,18,1055,369,33,6,3,2,1,6,65,78,89,1,0,0,1,29,55,0,7,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,1,0,0,0,66,17819,441,5,147,0,1,147,6,0,0,0,0,0,0,1
private-face/jquery.fullscreen,63,3,38,3,14,96,3729,2045,14,6059,1391,5,109,17,55,4,2,87,282,173,1,0,0,1,38,45,0,2,9,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3728,2,0,3,3,88,4014,614,0,149,0,1,149,19,0,0,0,0,0,0,0
MikeStall/DataTable,111,3,78,3,50,151,3669,1478,14,16701,7477,11,116,11,49,3,2,58,319,259,1,0,0,1,42,60,4,6,19,82,1147,0,1,1,1,0,10,11,0,53,4,2,41,46,0,0,0,0,0,0,0,0,3669,4,0,2,0,59,2409,561,0,144,0,1,144,20,0,0,0,0,0,0,0
Ttl/fmcw3,6008,17,51,1,336,10,1648,880,2,60076,3355,1,6208,10,536,6,2,66,245,273,0,0,0,1,32,8,0,1,4,7,530,2,1,1,81,0,108850,0,0,66,1,1,108850,0,0,0,0,0,0,0,0,0,1646,1,0,4,0,69,958,1341,0,146,0,1,146,4,0,0,0,0,0,0,1
OstlerDev/PopcornTV,76,3,50,3,42,248,2506,2247,13,18909,10443,5,74,47,40,4,2,51,56,107,2,0,0,1,31,10,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,727307,299,7,15,15,602,2506,2,0,1,2,53,3200,1777,0,146,0,1,146,10,0,0,0,0,0,0,1
seattlerb/zentest,7,2,96,1,1,1,74,74,1,7,1,2,40,282,32,108,2,57,0,377,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4790,1,0,2,0,79,0,1049,0,143,0,1,100,34,0,0,0,0,0,0,1
harry19902002/image-style-transfor,375,6,13,1,15,3,2079,2068,1,1126,46,1,375,3,15,2,5,69,577,363,1,0,0,1,13,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,1,0,1,0,70,1889,1132,0,143,0,1,143,4,0,0,0,0,0,0,1
ewanleith/Wordpress-Server-Configuration-Files,4,1,48,1,0,1,3088,3088,1,4,0,2,29,6,7,4,2,59,0,2017,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3654,1,0,0,0,62,0,105,0,146,0,1,146,64,0,0,0,0,0,0,1
carlossg/kubernetes-jenkins,93,3,71,1,0,1,1810,1810,1,93,0,2,406,12,17,6,1,69,0,183,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691,2,0,0,0,72,0,41,0,146,0,1,146,2,0,0,0,0,0,0,1
samczsun/Skype4J,2,1,95,1,2,1,1988,1988,1,2,2,9,133,22,75,4,2,53,0,188,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467,2,0,1,0,54,0,1111,0,146,0,1,100,13,0,0,0,0,0,0,1
nswbmw/N-weibo,1,2,11,1,1,1,3038,3038,1,1,1,1,97,3,0,2,3,72,15,0,0,0,0,1,23,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078,1,0,1,0,73,116,336,0,144,0,1,144,3,0,0,0,0,0,0,1
jamiew/jsonview-chrome,2,1,56,1,0,1,3044,3044,1,2,0,2,2,1,1,1,2,53,0,147,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4457,1,0,2,0,53,0,126,0,144,0,1,144,17,0,0,0,0,0,0,1
kirkhunter/linkedin-jobs-scraper,34,1,35,6,12,50,2072,1938,16,1696,592,1,10,17,5,5,2,68,219,122,2,0,0,1,41,3,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072,1,0,1,0,72,1804,32,0,145,0,1,145,3,0,0,0,0,0,0,1
ferenc-nemeth/stm32-bootloader,228,2,66,1,284,1,713,713,1,228,284,1,3278,20,25,6,2,72,0,168,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,1,0,3,0,73,0,599,17,145,0,1,145,3,0,0,0,0,0,0,1
GDSSecurity/Jetleak-Testing-Script,1,1,16,1,1,1,2592,2592,1,1,1,1,1,1,1,1,3,54,0,56,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592,1,0,1,0,61,0,138,0,146,0,1,146,10,0,0,0,0,0,0,0
tockn/MPU6050_tockn,19,1,45,4,12,56,1482,986,9,1057,675,5,12,4,8,2,2,69,670,447,2,0,0,1,33,46,0,4,26,125,1526,0,1,1,2,0,55,11,0,50,3,1,166,35,0,0,0,115,5,3,3,0,1482,1,0,1,0,70,2077,36,5,148,0,1,148,3,0,0,0,0,0,0,1
surmenok/TextSum,2,1,42,1,0,1,1865,1865,1,2,0,1,57,4,0,3,6,63,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,1,0,1,0,63,0,3,4,141,0,1,141,9,0,0,0,0,0,0,1
